id,name,type,ordered,laid_down,launched,fate,fate_type,shipyard,ships_sunk
663,U-663,VIIC,8/15/1940,3/31/1941,3/26/1942,5/8/1943,Sunk,"Howaldtswerke Hamburg AG, Hamburg",2
664,U-664,VIIC,8/15/1940,7/11/1941,4/28/1942,8/9/1943,Sunk,"Howaldtswerke Hamburg AG, Hamburg",3
665,U-665,VIIC,8/15/1940,6/10/1941,6/9/1942,3/22/1943,Missing,"Howaldtswerke Hamburg AG, Hamburg",1
666,U-666,VIIC,8/15/1940,9/16/1941,7/18/1942,2/10/1944,Sunk,"Howaldtswerke Hamburg AG, Hamburg",1
667,U-667,VIIC,8/15/1940,8/16/1941,8/29/1942,8/26/1944,Sunk,"Howaldtswerke Hamburg AG, Hamburg",1
668,U-668,VIIC,8/15/1940,10/11/1941,10/5/1942,5/9/1945,Surrendered,"Howaldtswerke Hamburg AG, Hamburg",0
669,U-669,VIIC,1/20/1941,11/3/1941,10/5/1942,8/30/1943,Missing,"Howaldtswerke Hamburg AG, Hamburg",0
670,U-670,VIIC,1/20/1941,11/25/1941,12/15/1942,8/20/1943,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
671,U-671,VIIC,1/20/1941,12/2/1941,12/15/1942,8/4/1944,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
672,U-672,VIIC,1/20/1941,12/24/1941,2/27/1943,7/18/1944,Scuttled,"Howaldtswerke Hamburg AG, Hamburg",0
673,U-673,VIIC,1/20/1941,1/20/1942,2/27/1943,10/24/1944,Grounded,"Howaldtswerke Hamburg AG, Hamburg",0
674,U-674,VIIC,1/20/1941,4/7/1942,5/8/1943,5/2/1944,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
675,U-675,VIIC,6/5/1941,4/9/1942,5/8/1943,5/24/1944,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
676,U-676,VIIC,6/5/1941,6/13/1942,7/6/1943,2/12/1945,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
677,U-677,VIIC,6/5/1941,6/13/1942,7/6/1943,4/9/1945,Destroyed,"Howaldtswerke Hamburg AG, Hamburg",0
678,U-678,VIIC,6/5/1941,9/3/1942,9/18/1943,7/6/1944,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
679,U-679,VIIC,6/5/1941,9/3/1942,9/18/1943,1/9/1945,Sunk,"Howaldtswerke Hamburg AG, Hamburg",1
680,U-680,VIIC,6/5/1941,10/12/1942,11/20/1943,5/5/1945,Surrendered,"Howaldtswerke Hamburg AG, Hamburg",0
681,U-681,VIIC,8/25/1941,10/21/1942,11/20/1943,3/11/1945,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
682,U-682,VIIC,8/25/1941,12/21/1942,3/7/1944,3/11/1945,Sunk,"Howaldtswerke Hamburg AG, Hamburg",0
683,U-683,VIIC,8/25/1941,12/23/1942,3/7/1944,2/20/1945,Missing,"Howaldtswerke Hamburg AG, Hamburg",0
701,U-701,VIIC,10/9/1939,5/3/1940,4/16/1941,7/7/1942,Sunk,"H C Stülcken Sohn, Hamburg",5
702,U-702,VIIC,10/9/1939,7/8/1940,5/24/1941,3/31/1942,Sunk,"H C Stülcken Sohn, Hamburg",0
703,U-703,VIIC,10/9/1939,8/9/1940,7/18/1941,9/16/1944,Missing,"H C Stülcken Sohn, Hamburg",5
704,U-704,VIIC,10/9/1939,8/26/1940,8/28/1941,3/24/1945,Decommissioned,"H C Stülcken Sohn, Hamburg",1
705,U-705,VIIC,10/9/1939,10/11/1940,10/13/1941,9/3/1942,Sunk,"H C Stülcken Sohn, Hamburg",1
706,U-706,VIIC,10/9/1939,11/22/1940,11/24/1941,8/2/1943,Sunk,"H C Stülcken Sohn, Hamburg",3
707,U-707,VIIC,8/6/1940,1/2/1941,12/18/1941,11/9/1943,Sunk,"H C Stülcken Sohn, Hamburg",2
708,U-708,VIIC,8/6/1940,3/31/1941,3/24/1942,5/5/1945,Scuttled,"H C Stülcken Sohn, Hamburg",0
709,U-709,VIIC,8/15/1940,5/5/1941,4/14/1942,2/19/1944,Missing,"H C Stülcken Sohn, Hamburg",0
710,U-710,VIIC,8/15/1940,6/4/1941,5/12/1942,4/24/1943,Sunk,"H C Stülcken Sohn, Hamburg",0
711,U-711,VIIC,12/7/1940,7/31/1941,6/25/1942,5/4/1945,Sunk,"H C Stülcken Sohn, Hamburg",1
712,U-712,VIIC,12/7/1940,9/4/1941,8/10/1942,5/9/1945,Surrendered,"H C Stülcken Sohn, Hamburg",0
713,U-713,VIIC,12/7/1940,10/21/1941,9/24/1942,2/24/1944,Missing,"H C Stülcken Sohn, Hamburg",0
714,U-714,VIIC,12/7/1940,12/29/1941,11/13/1942,3/14/1945,Sunk,"H C Stülcken Sohn, Hamburg",1
715,U-715,VIIC,4/10/1941,3/28/1942,12/14/1942,6/13/1944,Sunk,"H C Stülcken Sohn, Hamburg",0
716,U-716,VIIC,4/10/1941,4/16/1942,1/15/1943,5/9/1945,Surrendered,"H C Stülcken Sohn, Hamburg",1
717,U-717,VIIC,4/10/1941,4/24/1942,2/20/1943,5/5/1945,Scuttled,"H C Stülcken Sohn, Hamburg",0
718,U-718,VIIC,4/10/1941,5/18/1942,3/26/1943,11/18/1943,Sunk,"H C Stülcken Sohn, Hamburg",0
719,U-719,VIIC,8/25/1941,7/3/1942,4/28/1943,6/26/1944,Sunk,"H C Stülcken Sohn, Hamburg",0
720,U-720,VIIC,8/25/1941,8/17/1942,6/5/1943,5/5/1945,Surrendered,"H C Stülcken Sohn, Hamburg",0
721,U-721,VIIC,8/25/1941,11/16/1942,7/23/1943,5/5/1945,Scuttled,"H C Stülcken Sohn, Hamburg",0
722,U-722,VIIC,8/25/1941,12/21/1942,9/21/1943,3/27/1945,Sunk,"H C Stülcken Sohn, Hamburg",1
731,U-731,VIIC,11/21/1940,10/1/1941,7/25/1942,5/15/1944,Sunk,"F Schichau GmbH, Danzig",0
732,U-732,VIIC,11/21/1940,10/6/1941,8/18/1942,10/31/1943,Sunk,"F Schichau GmbH, Danzig",0
733,U-733,VIIC,11/21/1940,10/13/1941,9/5/1942,4/8/1943,Sunk,"F Schichau GmbH, Danzig",0
734,U-734,VIIC,11/21/1940,10/20/1941,9/19/1942,2/9/1944,Sunk,"F Schichau GmbH, Danzig",0
735,U-735,VIIC,4/10/1941,11/29/1941,10/10/1942,12/28/1944,Sunk,"F Schichau GmbH, Danzig",0
736,U-736,VIIC,4/10/1941,11/29/1941,10/31/1942,8/6/1944,Sunk,"F Schichau GmbH, Danzig",0
737,U-737,VIIC,4/10/1941,2/14/1942,11/21/1942,12/19/1944,Sunk,"F Schichau GmbH, Danzig",0
738,U-738,VIIC,4/10/1941,2/25/1942,12/12/1942,2/14/1944,Sunk,"F Schichau GmbH, Danzig",0
739,U-739,VIIC,4/10/1941,4/17/1942,12/23/1942,5/13/1945,Surrendered,"F Schichau GmbH, Danzig",1
740,U-740,VIIC,4/10/1941,4/26/1942,12/23/1942,6/8/1944,Sunk,"F Schichau GmbH, Danzig",0
741,U-741,VIIC,6/5/1941,4/30/1942,2/4/1943,8/15/1944,Sunk,"F Schichau GmbH, Danzig",1
742,U-742,VIIC,6/5/1941,5/12/1942,2/4/1943,7/18/1944,Sunk,"F Schichau GmbH, Danzig",0
743,U-743,VIIC,6/5/1941,5/30/1942,3/11/1943,8/22/1944,Missing,"F Schichau GmbH, Danzig",0
744,U-744,VIIC,6/5/1941,6/5/1942,3/11/1943,3/6/1944,Sunk,"F Schichau GmbH, Danzig",1
745,U-745,VIIC,6/5/1941,7/8/1942,4/16/1943,1/31/1945,Sunk,"F Schichau GmbH, Danzig",1
746,U-746,VIIC,6/5/1941,7/15/1942,4/16/1943,9/10/1943,Given,"F Schichau GmbH, Danzig",0
747,U-747,VIIC,8/25/1941,8/19/1942,5/13/1943,9/10/1943,Given,"F Schichau GmbH, Danzig",0
748,U-748,VIIC,8/25/1941,8/20/1942,5/13/1943,9/10/1943,Given,"F Schichau GmbH, Danzig",0
749,U-749,VIIC,8/25/1941,9/28/1942,6/10/1943,9/10/1943,Given,"F Schichau GmbH, Danzig",0
750,U-750,VIIC,8/25/1941,9/29/1942,6/10/1943,9/10/1943,Given,"F Schichau GmbH, Danzig",0
751,U-751,VIIC,10/9/1939,1/2/1940,11/16/1940,7/17/1942,Sunk,Kriegsmarinewerft,5
752,U-752,VIIC,10/9/1939,1/5/1940,3/29/1941,5/23/1943,Sunk,Kriegsmarinewerft,7
753,U-753,VIIC,10/9/1939,1/3/1940,4/26/1941,5/13/1943,Sunk,Kriegsmarinewerft,3
754,U-754,VIIC,10/9/1939,1/8/1940,7/5/1941,7/31/1942,Sunk,Kriegsmarinewerft,13
755,U-755,VIIC,10/9/1939,1/11/1940,8/23/1941,5/28/1943,Sunk,Kriegsmarinewerft,1
756,U-756,VIIC,10/9/1939,1/18/1940,10/18/1941,9/1/1942,Sunk,Kriegsmarinewerft,0
757,U-757,VIIC,10/9/1939,5/18/1940,12/14/1941,1/8/1944,Sunk,Kriegsmarinewerft,2
758,U-758,VIIC,10/9/1939,5/18/1940,3/1/1942,3/16/1945,Decommissioned,Kriegsmarinewerft,2
759,U-759,VIIC,10/9/1939,11/15/1940,5/30/1942,7/15/1943,Sunk,Kriegsmarinewerft,2
760,U-760,VIIC,10/9/1939,8/5/1940,6/21/1942,9/8/1943,Captured,Kriegsmarinewerft,0
761,U-761,VIIC,10/9/1939,12/16/1940,9/26/1942,2/24/1944,Scuttled,Kriegsmarinewerft,0
762,U-762,VIIC,10/9/1939,1/2/1941,11/21/1942,2/8/1944,Sunk,Kriegsmarinewerft,0
763,U-763,VIIC,8/15/1940,1/21/1941,1/16/1943,1/29/1945,Scuttled,Kriegsmarinewerft,1
764,U-764,VIIC,8/15/1940,2/1/1941,3/13/1943,5/14/1945,Surrendered,Kriegsmarinewerft,1
765,U-765,VIIC,8/15/1940,2/15/1941,4/22/1943,5/6/1944,Sunk,Kriegsmarinewerft,0
766,U-766,VIIC,8/15/1940,3/1/1941,5/29/1943,8/24/1944,Decommissioned,Kriegsmarinewerft,0
767,U-767,VIIC,8/15/1940,4/5/1941,7/10/1943,6/18/1944,Sunk,Kriegsmarinewerft,1
768,U-768,VIIC,8/15/1940,4/5/1941,8/22/1943,11/20/1943,Sunk,Kriegsmarinewerft,0
771,U-771,VIIC,11/21/1940,8/21/1942,9/26/1943,11/11/1944,Sunk,Kriegsmarinewerft,0
772,U-772,VIIC,11/21/1940,9/21/1942,10/31/1943,12/17/1944,Sunk,Kriegsmarinewerft,0
773,U-773,VIIC,11/21/1940,10/13/1942,12/8/1943,5/9/1945,Surrendered,Kriegsmarinewerft,0
774,U-774,VIIC,11/21/1940,12/17/1942,12/23/1943,4/8/1945,Sunk,Kriegsmarinewerft,0
775,U-775,VIIC,11/21/1940,1/22/1943,2/11/1944,5/9/1945,Surrendered,Kriegsmarinewerft,1
776,U-776,VIIC,11/21/1940,3/4/1943,3/4/1944,5/16/1945,Surrendered,Kriegsmarinewerft,0
777,U-777,VIIC,1/20/1941,6/5/1943,3/25/1944,10/15/1944,Sunk,Kriegsmarinewerft,0
778,U-778,VIIC,1/20/1941,7/3/1943,5/6/1944,5/9/1945,Surrendered,Kriegsmarinewerft,0
779,U-779,VIIC,1/20/1941,7/21/1943,6/17/1944,5/5/1945,Surrendered,Kriegsmarinewerft,0
792,U-792,XVIIA,6/19/1942,12/1/1942,9/28/1943,5/4/1945,Scuttled,"Blohm & Voss, Hamburg",0
793,U-793,XVIIA,6/19/1942,12/1/1942,3/4/1944,5/4/1945,Scuttled,"Blohm & Voss, Hamburg",0
794,U-794,XVIIA,8/7/1942,2/1/1943,10/7/1943,5/5/1945,Scuttled,"F. Krupp Germaniawerft AG, Kiel",0
795,U-795,XVIIA,8/7/1942,2/2/1943,3/21/1944,2/22/1945,Decommissioned,"F. Krupp Germaniawerft AG, Kiel",0
801,U-801,IXC/40,12/7/1940,9/30/1941,10/31/1942,3/17/1944,Sunk,"Deutsche Schiff und Maschinenbau AG, Bremen",0
802,U-802,IXC/40,12/7/1940,12/1/1941,10/31/1942,5/11/1945,Surrendered,"Deutsche Schiff und Maschinenbau AG, Bremen",1
803,U-803,IXC/40,12/7/1940,6/30/1942,4/1/1943,4/27/1944,Sunk,"Deutsche Schiff und Maschinenbau AG, Bremen",0
804,U-804,IXC/40,12/7/1940,12/1/1942,4/1/1943,4/9/1945,Sunk,"Deutsche Schiff und Maschinenbau AG, Bremen",1
805,U-805,IXC/40,4/10/1941,12/24/1942,2/11/1944,5/15/1945,Surrendered,"Deutsche Schiff und Maschinenbau AG, Bremen",0
806,U-806,IXC/40,4/10/1941,4/27/1943,4/28/1944,5/6/1945,Surrendered,"Deutsche Schiff und Maschinenbau AG, Bremen",1
821,U-821,VIIC,1/20/1941,10/2/1941,6/26/1943,6/10/1944,Sunk,"Oderwerke AG, Stettin",0
822,U-822,VIIC,1/20/1941,10/29/1941,2/20/1944,5/5/1945,Scuttled,"Oderwerke AG, Stettin",0
825,U-825,VIIC,6/8/1942,7/19/1943,2/16/1944,5/13/1945,Surrendered,"F Schichau GmbH, Danzig",1
826,U-826,VIIC,6/8/1942,8/6/1943,3/9/1944,5/11/1945,Surrendered,"F Schichau GmbH, Danzig",0
827,U-827,VIIC/41,6/8/1942,8/7/1943,3/9/1944,5/5/1945,Scuttled,"F Schichau GmbH, Danzig",0
828,U-828,VIIC/41,6/8/1942,8/16/1943,3/16/1944,5/5/1945,Scuttled,"F Schichau GmbH, Danzig",0
841,U-841,IXC/40,1/20/1941,3/21/1942,10/21/1942,10/17/1943,Sunk,"AG Weser, Bremen",0
842,U-842,IXC/40,1/20/1941,4/6/1942,11/14/1942,11/6/1943,Sunk,"AG Weser, Bremen",0
843,U-843,IXC/40,1/20/1941,4/21/1942,12/15/1942,4/9/1945,Sunk,"AG Weser, Bremen",1
844,U-844,IXC/40,1/20/1941,5/21/1942,12/30/1942,10/16/1943,Sunk,"AG Weser, Bremen",0
845,U-845,IXC/40,1/20/1941,6/20/1942,1/18/1943,3/10/1944,Sunk,"AG Weser, Bremen",1
846,U-846,IXC/40,1/20/1941,7/21/1942,2/17/1943,5/4/1944,Sunk,"AG Weser, Bremen",0
847,U-847,IXD2,1/20/1941,11/23/1941,9/5/1942,8/27/1943,Sunk,"AG Weser, Bremen",0
848,U-848,IXD2,1/20/1941,1/6/1942,10/6/1942,11/5/1943,Sunk,"AG Weser, Bremen",1
849,U-849,IXD2,1/20/1941,1/20/1942,10/31/1942,11/25/1943,Sunk,"AG Weser, Bremen",0
850,U-850,IXD2,1/20/1941,3/17/1942,12/7/1942,12/20/1943,Sunk,"AG Weser, Bremen",0
851,U-851,IXD2,1/20/1941,3/18/1942,1/15/1943,3/27/1944,Missing,"AG Weser, Bremen",0
852,U-852,IXD2,1/20/1941,4/15/1942,1/28/1943,5/3/1944,Scuttled,"AG Weser, Bremen",2
853,U-853,IXC/40,6/5/1941,8/21/1942,3/11/1943,5/6/1945,Sunk,"AG Weser, Bremen",1
854,U-854,IXC/40,6/5/1941,9/21/1942,4/5/1943,2/4/1944,Sunk,"AG Weser, Bremen",0
855,U-855,IXC/40,6/5/1941,10/21/1942,4/17/1943,9/11/1944,Missing,"AG Weser, Bremen",0
856,U-856,IXC/40,6/5/1941,10/31/1942,5/11/1943,4/7/1944,Sunk,"AG Weser, Bremen",0
857,U-857,IXC/40,6/5/1941,11/16/1942,5/25/1943,4/30/1945,Missing,"AG Weser, Bremen",2
858,U-858,IXC/40,6/5/1941,12/11/1942,6/17/1943,5/14/1945,Surrendered,"AG Weser, Bremen",0
859,U-859,IXD2,6/5/1941,5/15/1942,3/2/1943,9/23/1944,Sunk,"AG Weser, Bremen",3
860,U-860,IXD2,6/5/1941,6/15/1942,3/23/1943,6/15/1944,Sunk,"AG Weser, Bremen",0
861,U-861,IXD2,6/5/1941,7/15/1942,4/29/1943,5/9/1945,Surrendered,"AG Weser, Bremen",3
862,U-862,IXD2,6/5/1941,8/15/1942,6/8/1943,5/5/1945,Given,"AG Weser, Bremen",7
863,U-863,IXD2,6/5/1941,9/15/1942,6/29/1943,9/29/1944,Sunk,"AG Weser, Bremen",0
864,U-864,IXD2,6/5/1941,10/15/1942,8/12/1943,2/9/1945,Sunk,"AG Weser, Bremen",0
865,U-865,IXC/40,8/25/1941,1/5/1943,7/12/1943,9/9/1944,Missing,"AG Weser, Bremen",0
866,U-866,IXC/40,8/25/1941,1/23/1943,7/29/1943,3/18/1945,Sunk,"AG Weser, Bremen",0
867,U-867,IXC/40,8/25/1941,2/5/1943,8/24/1943,9/19/1944,Scuttled,"AG Weser, Bremen",0
868,U-868,IXC/40,8/25/1941,3/11/1943,8/18/1943,5/9/1945,Surrendered,"AG Weser, Bremen",1
869,U-869,IXC/40,8/25/1941,4/5/1943,10/5/1943,2/11/1945,Sunk,"AG Weser, Bremen",0
870,U-870,IXC/40,8/25/1941,4/29/1943,10/29/1943,3/30/1945,Sunk,"AG Weser, Bremen",2
871,U-871,IXD2,8/25/1941,11/14/1942,9/7/1943,9/26/1944,Sunk,"AG Weser, Bremen",0
872,U-872,IXD2,8/25/1941,12/23/1942,10/20/1943,7/29/1944,Damaged,"AG Weser, Bremen",0
873,U-873,IXD2,8/25/1941,2/17/1943,11/11/1943,5/16/1945,Surrendered,"AG Weser, Bremen",0
874,U-874,IXD2,8/25/1941,3/17/1943,12/21/1943,5/9/1945,Surrendered,"AG Weser, Bremen",0
875,U-875,IXD2,8/25/1941,5/11/1943,2/16/1944,5/9/1945,Surrendered,"AG Weser, Bremen",0
876,U-876,IXD2,8/25/1941,6/5/1943,2/29/1944,4/9/1945,Damaged,"AG Weser, Bremen",0
877,U-877,IXC/40,4/2/1942,5/22/1943,12/10/1943,12/27/1944,Sunk,"AG Weser, Bremen",0
878,U-878,IXC/40,4/2/1942,6/16/1943,1/6/1944,4/10/1945,Sunk,"AG Weser, Bremen",0
879,U-879,IXC/40,4/2/1942,6/26/1943,1/11/1944,4/30/1945,Sunk,"AG Weser, Bremen",1
880,U-880,IXC/40,4/2/1942,7/17/1943,2/10/1944,4/16/1945,Sunk,"AG Weser, Bremen",0
881,U-881,IXC/40,4/2/1942,8/7/1943,3/4/1944,5/6/1945,Sunk,"AG Weser, Bremen",0
883,U-883,IXD/42,4/2/1942,7/27/1943,4/28/1944,5/5/1945,Surrendered,"AG Weser, Bremen",0
889,U-889,IXC/40,4/2/1942,9/13/1943,4/5/1944,5/13/1945,Surrendered,"AG Weser, Bremen",0
901,U-901,VIIC,4/10/1941,1/1/1942,10/9/1943,5/15/1945,Surrendered,"Stettiner Maschinenbau AG, Stettin",0
903,U-903,VIIC,7/16/1942,8/25/1942,7/17/1943,5/5/1945,Scuttled,"Flender Werke AG, Lübeck",0
904,U-904,VIIC,7/16/1942,9/10/1942,8/7/1943,5/4/1945,Scuttled,"Flender Werke AG, Lübeck",0
905,U-905,VIIC,8/6/1942,1/26/1943,11/20/1943,3/27/1945,Sunk,"H C Stülcken Sohn, Hamburg",0
907,U-907,VIIC,8/6/1942,4/1/1943,3/1/1944,5/9/1945,Surrendered,"H C Stülcken Sohn, Hamburg",0
921,U-921,VIIC,6/6/1941,10/15/1941,4/3/1943,9/24/1944,Missing,"Neptun Werft AG, Rostock",0
922,U-922,VIIC,6/6/1941,12/15/1941,6/1/1943,5/3/1945,Scuttled,"Neptun Werft AG, Rostock",0
923,U-923,VIIC,6/6/1941,2/21/1942,8/7/1943,2/9/1945,Sunk,"Neptun Werft AG, Rostock",0
924,U-924,VIIC,6/6/1941,4/15/1942,9/25/1943,5/3/1945,Scuttled,"Neptun Werft AG, Rostock",0
925,U-925,VIIC,8/25/1941,6/15/1942,11/6/1943,8/25/1944,Missing,"Neptun Werft AG, Rostock",0
926,U-926,VIIC,8/25/1941,7/1/1942,12/28/1943,5/9/1945,Surrendered,"Neptun Werft AG, Rostock",0
927,U-927,VIIC,8/25/1941,12/1/1942,5/3/1944,2/24/1945,Sunk,"Neptun Werft AG, Rostock",0
928,U-928,VIIC,8/25/1941,1/5/1943,4/15/1944,5/9/1945,Surrendered,"Neptun Werft AG, Rostock",0
929,U-929,VIIC/41,4/2/1942,3/20/1943,9/6/1944,5/1/1945,Scuttled,"Neptun Werft AG, Rostock",0
930,U-930,VIIC/41,4/2/1942,4/20/1943,12/6/1944,5/9/1945,Surrendered,"Neptun Werft AG, Rostock",0
951,U-951,VIIC,4/10/1941,1/31/1942,10/14/1942,7/7/1943,Sunk,"Blohm & Voss, Hamburg",0
952,U-952,VIIC,4/10/1941,2/1/1942,10/14/1942,7/5/1944,?,"Blohm & Voss, Hamburg",2
953,U-953,VIIC,4/10/1941,2/10/1942,10/28/1942,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",0
954,U-954,VIIC,4/10/1941,2/10/1942,10/28/1942,5/19/1943,Sunk,"Blohm & Voss, Hamburg",0
955,U-955,VIIC,4/10/1941,2/23/1942,11/14/1942,6/7/1944,Sunk,"Blohm & Voss, Hamburg",0
956,U-956,VIIC,4/10/1941,2/20/1942,11/14/1942,5/13/1945,Surrendered,"Blohm & Voss, Hamburg",1
957,U-957,VIIC,4/10/1941,3/11/1942,11/21/1942,10/21/1944,Decommissioned,"Blohm & Voss, Hamburg",2
958,U-958,VIIC,4/10/1941,3/10/1942,11/21/1942,5/3/1945,Scuttled,"Blohm & Voss, Hamburg",1
959,U-959,VIIC,6/5/1941,3/21/1942,12/3/1942,5/2/1944,Sunk,"Blohm & Voss, Hamburg",0
960,U-960,VIIC,6/5/1941,3/20/1942,12/3/1942,5/19/1944,Sunk,"Blohm & Voss, Hamburg",2
961,U-961,VIIC,6/5/1941,4/7/1942,12/17/1942,3/29/1944,Sunk,"Blohm & Voss, Hamburg",0
962,U-962,VIIC,6/5/1941,4/7/1942,12/17/1942,4/8/1944,Sunk,"Blohm & Voss, Hamburg",0
963,U-963,VIIC,6/5/1941,4/20/1942,12/30/1942,5/20/1945,Scuttled,"Blohm & Voss, Hamburg",0
964,U-964,VIIC,6/5/1941,4/20/1942,12/30/1942,10/16/1943,Sunk,"Blohm & Voss, Hamburg",0
965,U-965,VIIC,6/5/1941,5/4/1942,1/14/1943,3/30/1945,Sunk,"Blohm & Voss, Hamburg",0
966,U-966,VIIC,6/5/1941,5/1/1942,1/14/1943,10/11/1943,Scuttled,"Blohm & Voss, Hamburg",0
967,U-967,VIIC,6/5/1941,5/16/1942,2/4/1943,8/19/1944,Scuttled,"Blohm & Voss, Hamburg",1
968,U-968,VIIC,6/5/1941,5/14/1942,2/4/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",2
969,U-969,VIIC,6/5/1941,5/29/1942,2/11/1943,8/6/1944,Destroyed,"Blohm & Voss, Hamburg",2
970,U-970,VIIC,6/5/1941,5/29/1942,2/11/1943,6/8/1944,Sunk,"Blohm & Voss, Hamburg",0
971,U-971,VIIC,6/5/1941,6/15/1942,2/22/1943,6/24/1944,Sunk,"Blohm & Voss, Hamburg",0
972,U-972,VIIC,6/5/1941,6/15/1942,2/22/1943,12/15/1943,Missing,"Blohm & Voss, Hamburg",0
973,U-973,VIIC,6/5/1941,6/26/1942,3/10/1943,3/6/1944,Sunk,"Blohm & Voss, Hamburg",0
974,U-974,VIIC,6/5/1941,6/26/1942,3/11/1943,4/19/1944,Sunk,"Blohm & Voss, Hamburg",0
975,U-975,VIIC,6/5/1941,7/10/1942,3/24/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",0
976,U-976,VIIC,6/5/1941,7/9/1942,3/25/1943,3/25/1944,Sunk,"Blohm & Voss, Hamburg",0
977,U-977,VIIC,6/5/1941,7/24/1942,3/31/1943,8/17/1945,Surrendered,"Blohm & Voss, Hamburg",0
978,U-978,VIIC,6/5/1941,7/24/1942,4/1/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",1
979,U-979,VIIC,6/5/1941,8/10/1942,4/15/1943,5/24/1945,Scuttled,"Blohm & Voss, Hamburg",1
980,U-980,VIIC,6/5/1941,8/10/1942,4/15/1943,6/11/1944,Sunk,"Blohm & Voss, Hamburg",0
981,U-981,VIIC,6/5/1941,8/24/1942,4/29/1943,8/12/1944,Sunk,"Blohm & Voss, Hamburg",0
982,U-982,VIIC,6/5/1941,8/24/1942,4/29/1943,4/9/1945,Destroyed,"Blohm & Voss, Hamburg",0
983,U-983,VIIC,5/25/1941,9/7/1942,5/12/1943,9/8/1943,Sunk,"Blohm & Voss, Hamburg",0
984,U-984,VIIC,5/25/1941,9/7/1942,5/12/1943,8/2/1944,Sunk,"Blohm & Voss, Hamburg",1
985,U-985,VIIC,5/25/1941,9/18/1942,5/20/1943,11/15/1944,Decommissioned,"Blohm & Voss, Hamburg",1
986,U-986,VIIC,5/25/1941,9/18/1942,5/20/1943,4/10/1944,Missing,"Blohm & Voss, Hamburg",0
987,U-987,VIIC,5/25/1941,10/2/1942,6/2/1943,6/15/1944,Sunk,"Blohm & Voss, Hamburg",0
988,U-988,VIIC,5/25/1941,10/2/1942,6/3/1943,6/22/1944,Sunk,"Blohm & Voss, Hamburg",0
989,U-989,VIIC,5/25/1941,10/17/1942,6/16/1943,2/14/1945,Sunk,"Blohm & Voss, Hamburg",1
990,U-990,VIIC,5/25/1941,10/17/1942,6/16/1943,5/25/1944,Sunk,"Blohm & Voss, Hamburg",1
991,U-991,VIIC,5/25/1941,10/30/1942,6/24/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",0
992,U-992,VIIC,5/25/1941,10/30/1942,6/24/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",1
993,U-993,VIIC,5/25/1941,11/16/1942,7/8/1943,10/4/1944,Sunk,"Blohm & Voss, Hamburg",0
994,U-994,VIIC,5/25/1941,11/14/1942,7/8/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",0
995,U-995,VIIC/41,10/14/1941,11/25/1942,7/22/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",3
997,U-997,VIIC/41,10/14/1941,12/7/1942,8/18/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",1
998,U-998,VIIC/41,10/14/1941,12/5/1942,8/18/1943,6/27/1944,Decommissioned,"Blohm & Voss, Hamburg",0
999,U-999,VIIC/41,10/14/1941,12/19/1942,9/17/1943,5/5/1945,Scuttled,"Blohm & Voss, Hamburg",0
1000,U-1000,VIIC/41,10/14/1941,12/18/1942,9/17/1943,9/29/1944,Decommissioned,"Blohm & Voss, Hamburg",0
1001,U-1001,VIIC/41,10/14/1941,12/31/1942,10/6/1943,4/8/1945,Sunk,"Blohm & Voss, Hamburg",0
1002,U-1002,VIIC/41,10/14/1941,1/4/1943,10/6/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",0
1003,U-1003,VIIC/41,10/14/1941,1/18/1943,10/27/1943,3/23/1945,Scuttled,"Blohm & Voss, Hamburg",0
1004,U-1004,VIIC/41,10/14/1941,1/15/1943,10/27/1943,5/9/1945,Surrendered,"Blohm & Voss, Hamburg",1
1005,U-1005,VIIC/41,10/14/1941,1/29/1943,11/17/1943,5/14/1945,Surrendered,"Blohm & Voss, Hamburg",0
1006,U-1006,VIIC/41,10/14/1941,1/30/1943,11/17/1943,10/16/1944,Sunk,"Blohm & Voss, Hamburg",0
1007,U-1007,VIIC/41,3/23/1942,2/15/1943,12/8/1943,5/2/1945,Scuttled,"Blohm & Voss, Hamburg",0
1008,U-1008,VIIC/41,3/23/1942,2/12/1943,12/8/1943,5/6/1945,Scuttled,"Blohm & Voss, Hamburg",0
1009,U-1009,VIIC/41,3/23/1942,2/24/1943,1/5/1944,5/10/1945,Surrendered,"Blohm & Voss, Hamburg",0
